130000,河北省,114.530399,38.037707
130200,河北省唐山市,118.180149,39.63068
130284,河北省唐山市滦州市,118.70301,39.740963
130281,河北省唐山市遵化市,117.965878,40.189119
130283,河北省唐山市迁安市,118.701021,39.998861
130227,河北省唐山市迁西县,118.31467,40.141486
130224,河北省唐山市滦南县,118.68363,39.520272
130209,河北省唐山市曹妃甸区,118.460197,39.273528
130225,河北省唐山市乐亭县,118.91245,39.425748
130229,河北省唐山市玉田县,117.738196,39.901827
130202,河北省唐山市路南区,118.154348,39.624988
130204,河北省唐山市古冶区,118.447134,39.73392
130205,河北省唐山市开平区,118.262246,39.671634
130207,河北省唐山市丰南区,118.085169,39.576031
130208,河北省唐山市丰润区,118.162426,39.832919
130203,河北省唐山市路北区,118.201085,39.625079
131000,河北省廊坊市,116.683546,39.538304
131028,河北省廊坊市大厂回族自治县,116.98961,39.886569
131025,河北省廊坊市大城县,116.653917,38.705232
131023,河北省廊坊市永清县,116.50608,39.330983
131022,河北省廊坊市固安县,116.298745,39.4382
131024,河北省廊坊市香河县,117.006072,39.763772
131026,河北省廊坊市文安县,116.457628,38.873185
131082,河北省廊坊市三河市,117.078269,39.982933
131003,河北省廊坊市广阳区,116.710667,39.52343
131002,河北省廊坊市安次区,116.6945443,39.50256863
131081,河北省廊坊市霸州市,116.391488,39.125238
130300,河北省秦皇岛市,119.52022,39.888243
130321,河北省秦皇岛市青龙满族自治县,118.94985,40.407473
130303,河北省秦皇岛市山海关区,119.775187,39.978882
130324,河北省秦皇岛市卢龙县,118.891931,39.892564
130304,河北省秦皇岛市北戴河区,119.48449,39.834912
130306,河北省秦皇岛市抚宁区,119.244847,39.876253
130302,河北省秦皇岛市海港区,119.564962,39.94756
130322,河北省秦皇岛市昌黎县,119.199846,39.699677
130700,河北省张家口市,114.885895,40.768931
130724,河北省张家口市沽源县,115.688544,41.670497
130723,河北省张家口市康保县,114.60018,41.853016
130725,河北省张家口市尚义县,113.968763,41.076588
130706,河北省张家口市下花园区,115.287127,40.502628
130709,河北省张家口市崇礼区,115.282345,40.974741
130732,河北省张家口市赤城县,115.831256,40.913348
130722,河北省张家口市张北县,114.719927,41.159039
130708,河北省张家口市万全区,114.740584,40.767377
130730,河北省张家口市怀来县,115.517868,40.415625
130731,河北省张家口市涿鹿县,115.196835,40.382681
130703,河北省张家口市桥西区,114.868604,40.819553
130702,河北省张家口市桥东区,114.894114,40.788472
130705,河北省张家口市宣化区,115.099515,40.609444
130728,河北省张家口市怀安县,114.386488,40.67527
130726,河北省张家口市蔚县,114.589136,39.840154
130727,河北省张家口市阳原县,114.150267,40.104303
130400,河北省邯郸市,114.53915,36.625849
130407,河北省邯郸市肥乡区,114.800199,36.548545
130426,河北省邯郸市涉县,113.692157,36.586073
130434,河北省邯郸市魏县,114.939217,36.35926
130423,河北省邯郸市临漳县,114.585514,36.322504
130431,河北省邯郸市鸡泽县,114.889951,36.911525
130435,河北省邯郸市曲周县,114.957549,36.766347
130427,河北省邯郸市磁县,114.373965,36.37507
130403,河北省邯郸市丛台区,114.492875,36.636434
130408,河北省邯郸市永年区,114.536626,36.74188
130404,河北省邯郸市复兴区,114.462581,36.638879
130424,河北省邯郸市成安县,114.670094,36.445331
130402,河北省邯郸市邯山区,114.531062,36.59457
130433,河北省邯郸市馆陶县,115.281818,36.548295
